,uid,iid,rating
11209,fDA5_vtUUeMRC1Z-SRhMHQ,y1eeVRfJa22CCpUCeNfrSw,4.0
11210,1T4L-307j6UuGLHObfJ5xg,k-drEjxKmfqllwfY90STfA,3.0
11211,hUiQ1DkNPbKJgEeFz727Rg,2R8gyJSYmLTu-UJgNfmpCA,3.0
11212,Ry1O_KXZHGRI8g5zBR3IcQ,biCO6zc-opMp-uJ6rkTENA,3.0
11213,wnFWoQ63F9-ohUQ-C0AeIw,TcGmeeNvbcvnQVmVmlWxlA,2.0
11214,o8_gZYLIfFIcsaZVhHbwgQ,yxLVwItd1Wnhy6SeUUcNYA,4.0
11215,xWGzcfkKg8q3qe1JzXWd_g,KbhrsTQEea2RF_94YWnBdQ,5.0
11216,ATtxUi-qQ2VrvOcbjRMj0w,Yc5_nA9NqqxOp8WCugF-Ng,5.0
11217,4FE8md9fMr_jZFNbcOmHsQ,JnBMTs9K7Ez9NB9WCJ71rQ,2.0
11218,fVpJXvQf1Iig_DgFsjxKVw,VWJ5ek9uX-VFsD9Tiy2Njw,2.0
11219,s4cki7AiOrOjb5r-ZpbJUw,vw2bjKUHThIAp_Soz6m0Pw,3.0
11220,l6wqZwWnXt1l-NInReBufA,5PyqkF8zZbfgFDyAcLUehQ,3.0
11221,g7Uoydq8ClIEmWPryCMUag,5q6Xh-UcJa78bp6dzyaE7w,5.0
11222,TKwzreBMGFbu9zN6taeVLA,fqMAnoS2sTokz6lqBSmoCw,3.0
11223,7L3kFnsVoFLHrHl8dVAbBA,PHhZy5zYULNF-oz-2Jz9KA,5.0
11224,ofUrB0V0R69bbA_8obkGyQ,OHAMMo1sdmvFw9SsS-AZQg,1.0
11225,tdvZY-4F_UkjOmiN2LyrfQ,vMKQaR8bI2saI7rz8H5MYg,5.0
11226,T-QjLxA1wdvzNG2usjp-RA,dztcNrIVDg6D-6sFOOofDA,5.0
11227,DcW2TdfyN2kVNpIGQYMAvQ,gChmBjLSe3qa8rzEngoDLQ,2.0
11228,FdgMTg_R5s9iULJ5satd0g,dXI95VscrvdWu5qu6CjnWQ,5.0
11229,qjTG24J-UT3vs2fuwTJ9vw,bMIVYOyr0pOYHUDNsmSDwg,3.0
11230,3iqxnDWH28-HQvsiRcSqew,Rjkda__H64ILwIvaccVyLg,5.0
11231,tRyZoDC50wF5QfBPvfJCkg,L8rJht4Jw_BuR8gsckEWYg,1.0
11232,TBIA9THHRn3GdH1mUfoTnw,JQWIZ8MT-VGZzO5W5XCB5Q,1.0
11233,MpqEaLgVGqm87eCOQ51mNA,rqjhez-ulSyMkr7lMGJwFA,4.0
11234,4xcjS_64MEHfO4sngneFEQ,iyFS4twFjCKfaKl7kUl3sg,2.0
11235,H7JLpACO44A3xVXnOt1Z_A,4LP1fINwJGhLXF2dWxz5nw,4.0
11236,lmylxw7huyiVU4gNHR8cIQ,EMdlJvCTuT_sylNzcElSLg,1.0
11237,NuAHWfMT86wUtkFJLWGwvw,1FlIbmN4aNJuXsGK0shnfQ,5.0
11238,SolwvpsB9W6tNTHBlnlcEA,WCqcYtJ4rUxA4bIzjOfzqg,5.0
11239,0cG35-H4SbjjTTSlNoK3fw,ZNiDs4waM025JdZI9cOV0A,5.0
11240,bTGm7hMJVUmBYGFQ46ar_A,h9Lhx0Fj20iY2zJ4Dqa0Tg,3.0
11241,gUJcfRxrTB0W7PNOm79u3A,PUD8BjNnQRgjx0dl28SVzQ,5.0
11242,lfe4h-HV22dCCItXpGmbrQ,AuIiqDeL65kczmiFSkAWrA,2.0
11243,nvHJFFr5R74ug5NOh2VDPg,QvxBnMcBPP1z_NAIYCqqdA,5.0
11244,x37OyP--VEFE5p-xreplYA,U8c5AcNhWq1koQwNyzMqkw,4.0
11245,2m2MNnlOdofofmUs-hYTJQ,2gCvukOcIHW4ehqpwoNlcA,3.0
11246,27vUYBcaXSPg85fGGgq34w,6HMwB2wCKezd7aKzQd5asA,4.0
11247,RuBNk3pjetn3deQXSWlhNg,krM91L2J4x0Wv3RzEwcEbA,5.0
11248,cuHp8luhexZ8XP97885d8g,mD3eTatk9hgxi2iN3LZR3g,4.0
11249,QyPcC88XQlXruvh5UBmkYw,ny8YcGEViSGKWxo69xfiiA,4.0
11250,hImhV7PxPtybbqWpgS0kAg,-LAiusd8GnWFR8atxbT-Vw,1.0
11251,Q2_oPVzZQuOt-7d2gkNzXQ,iYT30UPGmLdmTRaAKz0Vvw,5.0
11252,33v8c5ftrKuDGTw1ZQ2toQ,yMopev-RPxfEXgqkJOvCGA,4.0
11253,oHdCkOf9gHSMhvJd4JbVrA,yymNrvk1cioG5Bn5lWH2QQ,4.0
11254,XcFm9v7a1UgCaLn8zCNltw,yesClkCZlpLGTYZROkx4SA,5.0
11255,xEupSNbB6H8fomOjK65fgA,sEeV71wQBgNM8ipdfHszkw,5.0
11256,zlssnAWiuD7hJj_6JVduzw,LTXEYyUfTWG_eVNjXRh5WQ,3.0
11257,7U3H1iJZ04FbadJtt2Npjg,Yc5_nA9NqqxOp8WCugF-Ng,3.0
11258,xMTCFpAayxzEh-S8BQmAww,gh6RZ1HvVlZDtjOvrRcF3w,3.0
11259,0aSForENpZ2r52bMR5nP_w,UpNnjV6p5GVPX6r_itOGUg,5.0
11260,hhKwALl0hU1m1SHV7fdHhg,iJpTpE9A8WDWvUlvUcFZuA,4.0
11261,lULgM3VoM1hF1aR7cDmz5A,R1jJQi2yR44D_2ileqr8kA,5.0
11262,s4cki7AiOrOjb5r-ZpbJUw,FTKxYJj7d5u3GiEHG5cQSQ,2.0
11263,PLOYtrCMUFPHQe2IbYAd5g,uMbSCjf6D9-rZOOXQyz9LA,5.0
11264,d69C8uM1BldHDgmTMwpjEw,yymNrvk1cioG5Bn5lWH2QQ,1.0
11265,5zH1Wt4qNXJrMMuVRWZHGw,9S7RUjzkdpU4MDxUxkvLvg,1.0
11266,HT68BpAB5IiJK1ylNA3J7w,kNwfUukvLd3q38PX0QEDDQ,4.0
11267,oXi09pKvHJtd4SZPKiNZlg,su6PPlJWHlDv1r_fu4f5ZQ,5.0
11268,P14bqC_Ynbp8O3tLePRKSw,Wbxyj-CoBXXvqQ0lpcDXGQ,3.0
11269,82XPlHWXuOOY8WbLgdnB1g,jZUizCQ4nRmyovBeuUniGQ,5.0
11270,0kevHgHX8i9mc2XTHhoDBA,PHhZy5zYULNF-oz-2Jz9KA,2.0
11271,4o0KkpAkyO6r0NHXmobTeQ,J3_FTjy9LAtTtoW_cLwPxg,4.0
11272,X86vXWcxSzuCfMJyOnx1UQ,HrR_2-HUE6cqnoz1zMN9AQ,4.0
11273,2l8rUzap_-dy3lVgYshOSA,tRpcBgkb1hxVimvnuFfbGg,1.0
11274,kPOUAXo6VhoGq5a-pt5abQ,vUhxuFgKCZn6cTZePbhd6g,5.0
11275,dfm69NWJMqvLbQBKlaFd7w,pWLt6ID1HiMOp9QLNeuvIQ,4.0
11276,_EBGLn2zi2n4G5Fd9kAsPg,DyOzNIeXUksPNLXYHnB-oQ,5.0
11277,pzH-et5J5671FkvxAk4HRQ,eZDXz_RylvdD0tHEA8I0NA,5.0
11278,R1RE-Phsn1MTfFfUyJwMZQ,nHJkBQ1o-hWDK9k_9ylf_A,3.0
11279,2_OP4c5pIQcM6u4JhBNlDg,eAZqT24e0Pk8apWzy3RsAQ,4.0
11280,Rwe8yL1T0-Wtix7iLQ_n8w,RAh9WCQAuocM7hYM5_6tnw,4.0
11281,vKUlUXLVylwdttu7h1_Y5Q,U3kygJOTlTQFlfaZS7sQjA,4.0
11282,h-Xrx75mwUlP7-tQYlxnFA,Iyt5sJVjyCvVS2p8Xw0I6A,4.0
11283,jBblXEnqHqbHY8OW7VeuBQ,UFVy-8WC7pDzvBUzOvdwzA,4.0
11284,eotRnUFGGgQ-qU7nE10HvQ,hUu5im-iTpOvRHtqiuu_dg,1.0
11285,0_XCo17kR9gwjvEi00Zygg,Uftnd7njdHNFxhz_6rpUrA,5.0
11286,TTqDlTO0VpFaClCOvD6gNw,v4HpZFOU3mvIeuHLRSIi7g,4.0
11287,CCrVftxfcs7GsXSKI3vfpQ,MU66syW7PEAKbsWCSw8h4A,5.0
11288,JPQJHzN3Ev-uESUxgaKv2w,s8OLoPfOpB0FbK5frI3CkQ,4.0
11289,F7tnylvLI_5KZVWs9PUirw,ydUqgWsF3F27TbauOyib0w,5.0
11290,im4-BbklExibyrkvrOoXqQ,csp7yhSDFkjdEKKGG7n6NA,3.0
11291,eyxhffvRkLJytZhRcPeovA,PdCxX1QJnlBkvnG9fFjWYg,4.0
11292,rv9d5TcnnxuOCX7ole_Clg,TYe7fuJ3DO1MZZyZJOjwZg,4.0
11293,62GNFh5FySkA3MbrQmnqvg,aO1gAp41n8w8zpxTiHdLNA,4.0
11294,I5gBJtJ1xjCJS10mxIVMEQ,bxUtoCqGF9GbiPv5DbOs4g,3.0
11295,NVVknS1I51z8wY5NNrJ6vQ,buacGSEw8yLGJo8g-i02wg,4.0
11296,KKq9lAoj5r38RxLBabBY6A,pe20N--YSUZlKYa-WaSfJA,4.0
11297,yLH-9z9pc3F7LXNN3xChTw,JWpKSSLuSHUemOES35Dl7w,1.0
11298,M6olJVnPF00VnRDdigWrJw,QeDkfLmXVguytF3Of9zg-Q,2.0
11299,rn-8eJH4_wZUoh7rCbLI9Q,sPwgafejYVdf8hd4-oDYVg,5.0
11300,_sL9BliDUaaSkw7DQLnflA,E25RqiVaA1RnqJOOoeIDzQ,4.0
11301,opugLu2JidvKr-WwKa109A,lUBbHenxYd9JinUJPP7eqg,1.0
11302,B3Mb0vvwWEjuvjjzk3auzQ,Y3vtXQz3zPc5AVyUAsAj5Q,5.0
11303,kXP_7O5oR-49GTaiqPrVEg,E0vZWNBWe-LwdECQFIjnug,4.0
11304,Z7pFsGpIyLzMTZsXjTFF1A,h4GIdwfCp0Zzf46q33UWEQ,4.0
11305,WK0R6JgLM77a9DyuwzGMBw,_PcRyvbZmVQvlS5uORDGVA,2.0
11306,0mRh6teyYn5n1AmN3fYvZw,viuM2vdATRCxI-wqlBHytA,4.0
11307,zYJJxtbJuercchQnHe8fQA,Daasejc2-RV-MxEKpPjXtA,1.0
11308,Z1-xyCVMt3Hv_3iaHMAC2A,sYXEz38MVmg_vxe7hYTR6Q,5.0
11309,TLkPHRJX9yCJhy1kQXTe5Q,gDu4GjsTZP3HLfoemC-Qqw,2.0
11310,IfE764lyJDLXZkNfPnFlrA,eAZqT24e0Pk8apWzy3RsAQ,5.0
11311,1ZydaOqDSwzWtnK3f2gc9w,QvxBnMcBPP1z_NAIYCqqdA,4.0
11312,Slny6DHILkNeWl0Xlipe0A,MkjEpBea6sArBdK8za8MIQ,5.0
11313,t5CB803ii-MBHrowVBywtQ,E0HOsxXZ_o6ocemK57BoWA,4.0
11314,buXIEPJcR1SzNAmkSCswgg,mC39IrCp36QIVFRZIw9PTQ,5.0
11315,9A3Kz-S6mgoIwdRXbVvG3Q,c24ZZshnU3sKqHQF8K_7Yg,2.0
11316,EvHtJ5aK7AvUfcCyfgrZhQ,Uftnd7njdHNFxhz_6rpUrA,4.0
11317,3WljSx6mjSA_65eVbkWQGg,Tnc-QnFufxhnj32GC90C-Q,4.0
11318,dhXQerWPh0ywRH4GCgaQyQ,sEeV71wQBgNM8ipdfHszkw,4.0
11319,syKoxudhp7dbwbh3xrgjVQ,mPYpebPZ8AxzbtAxvwFj2A,1.0
11320,mRvP6_HWwRiisM3NiNOG5g,KbhrsTQEea2RF_94YWnBdQ,3.0
11321,z3aTfoB7LA5VQRRT5XtOtg,YAJzBGvqT3dT_qAg6u8E1A,5.0
11322,6PMimM_kSQhPe-8EGARz3w,NQsw-lJvcsWJMCnPdrdhhA,1.0
11323,nFgdvXE0NfqQodRq1xICaw,b8fEuQPrf383f6pzdm8-1w,3.0
11324,HKPdEatcYoEfOL8MEKsWOQ,dHUb949NckE2GqtlSVlWQg,4.0
11325,N_WF42Nr-e-jytjShB4DDA,eCeFBHucdjbZkJlry8EALw,4.0
11326,Jh3iRQDASOCA3oH9t5Mvhw,e1UF53wfi3HKNmPHzc3OLg,1.0
11327,Ay_OV55q1w-N6IQLcT05Wg,01fuY2NNscttoTxOYbuZXw,3.0
11328,aGXrjjoMeDCNXIv9uw56kQ,7mgNBuU68N5fzdG3JxN1XQ,5.0
11329,A-U-K9z9oraMH7eBZW1dOA,5q6Xh-UcJa78bp6dzyaE7w,4.0
11330,yPJCuW82d8B5qA2yEPwfcQ,FTbNkCQyXjRqK0zJM70pmA,1.0
11331,5k1P5jLOBdjAKsxmE5uwmA,pzy9xWQqsDxVU6j9MktRJg,4.0
11332,QxrmO9IKZc68E2npuN9p8w,avTIDv9lJHiNcg3mcwTxqg,4.0
11333,ADJxMwk17oIFNbCGcJVCSw,vE_hWF21gmg7CWZX7H6HXg,4.0
11334,ltB67UJ-w5F-VSMe9jaeIw,bm_PGQMGMjylitqkNIEzTw,4.0
11335,exEElE4pG-ZwoCMwoYddeg,IR2MloP86D4l9KAKwSuMnQ,3.0
11336,Wy_cMB1UE6xND7R1kBdy7A,tCSlpwJQ4CZsUEMZeH2SFg,5.0
11337,UbVnVYsaXl1fdvGd2umPvA,H-PmFfqAzQtWTS0XeWC_lw,5.0
11338,bsFpJcSW6EENfnGsQpzK7A,WCqcYtJ4rUxA4bIzjOfzqg,3.0
11339,LKBiSRLy-tw4cGbWuHIYvg,fJtjIiT8nW3rnC1GMVA68g,5.0
11340,hWDybu_KvYLSdEFzGrniTw,kkvhQBT1Oh73sVSYZMXeDA,2.0
11341,9Cf05fbNxxU97FD7ls1xuw,rv0-ZcAbWkvpomaK0BhQrA,5.0
11342,ZN9eSCc4uy4fvQVCGNblkw,WlMegJTLkMdo6FO6Vfnq0Q,3.0
11343,Ngt1DInAEf3Zlw0YqWoh9Q,rv0-ZcAbWkvpomaK0BhQrA,5.0
11344,PkD6VEcwZ5VWT1mZZTnVnQ,s8OLoPfOpB0FbK5frI3CkQ,4.0
11345,OhsCg_yTTSUiRvkTGiPyog,hXtXctVIdBGw37_heKHRjQ,2.0
11346,nCuv2BqIYecLYyJDD7OkVQ,LgRiEJPaocDHyRLLOh9iMQ,3.0
11347,YnPX7dvDg0rHWdGYSDhz9A,OqhMk3pIe-q-_ixiC6TNjw,4.0
11348,o_sNZnMIt2ggte8n91XFJw,01fuY2NNscttoTxOYbuZXw,5.0
11349,lU1h3uJLBcRLfg4Mpxod1g,FTKxYJj7d5u3GiEHG5cQSQ,1.0
11350,kRIbMM7X2_A87GHfDxz0Yw,eCeFBHucdjbZkJlry8EALw,4.0
11351,D7vjEIYgUVqqe6Euf7qvgQ,o2zNALB8VLGhsq-fjC5qsQ,4.0
11352,wzUFZ3DaU7k9R2S54IMPfg,U8c5AcNhWq1koQwNyzMqkw,3.0
11353,pR3V7xhhn-SjksPInLseCQ,v4GMlJIStwPNuO_rHSFuLw,5.0
11354,w3KeqaHfpQKVbnv6utSlXg,ofXqwIbHprYF6TP47XudOw,4.0
11355,Qm0T53k2BZ3MCqomZxfZJQ,SzlzAjBwFcdbOwRPjNxaxw,5.0
11356,4P-tWFJVnc5I6-QppQHK_w,MtzjOi57BkQrqF8wqNOyHg,1.0
11357,Fnm9zJRL1Uj75OXbEPfNYg,mC39IrCp36QIVFRZIw9PTQ,5.0
11358,7d1IyZvKM_Dk8aq6awe3cg,k8K3Fk7YedH60gXyPn5ATw,1.0
11359,sl2Sdfg1z56Uj-FjRSFq-A,-vP9rja8YzbRRTX5C1K3dQ,5.0
11360,PUTDPPO7hEICLQDEGSRBhw,7kgdy_Tn7kWZr0PMCKxRNA,1.0
11361,MpM0gAw6bhc79l2pdK8w9g,s8OLoPfOpB0FbK5frI3CkQ,4.0
11362,r7RdCrF0SpzFoUWFb_8oyA,e9sB72njxz87r5TL6kG-Fw,4.0
11363,6r2O4CBWOPK6MvW8hi4XCA,sdYkVaTy7EJwUkO8Ie_qPg,5.0
11364,KUNjfYqPGqi_bz7JzWuiaA,B5R2xV3hGdqLFQNQxMXixg,4.0
11365,neB2-zoSA5XoewHHOGNDhA,o5QDrg_kb4hgsWxV6cV_Uw,4.0
11366,Me2nAVx_wLeQEZtlcbzgaw,o5QDrg_kb4hgsWxV6cV_Uw,3.0
11367,Ibq6LSzj51FnYJPH81mFzA,ZCXjNG1EBFiKKMtR9DOTGg,4.0
11368,fIBXdOWaZ9w4vquSL16Owg,SThmy10YhS13oFgT990Xhw,5.0
11369,QPHv6D5kz_OidWnXC67izg,ZNiDs4waM025JdZI9cOV0A,5.0
11370,30QfAHXX77SvrvbD09Z3Dg,6HMwB2wCKezd7aKzQd5asA,4.0
11371,v0kQ1dqDYkuf2WECkOTGYQ,9BBWtaSvsootDkKTVBgv_A,2.0
11372,Rp86UkjNQk3w1J-ikNHsJQ,HrR_2-HUE6cqnoz1zMN9AQ,4.0
11373,na1ZD7bFvAUHXiV61CrCDw,kG0N5urz2lkPEBDPjqFR3w,3.0
11374,wVZxp8UQVHXSTjs5gS1H3A,2j78b8m1w4Sr2GVGCzFBtQ,2.0
11375,S7S6BCITCTvLZdRe3oeDdg,T2_XXa8XwI0H4XLguw0FzA,1.0
11376,dMx-PR1ujNveu6kdQU5Q7w,Mbat8t9X0zPrpxd1mEGRcw,4.0
11377,uThh6C2Ei1c2Zo1ZYztsLQ,gwo0iQlgQIKGXGTJYqWc7w,4.0
11378,eXFTFlpyKdvlEO1hmJLRlA,2um9bzTSvD3f2tkdBoA38g,4.0
11379,IBO0RWBMGbGziHUVq-j0IQ,MYnD-mEnOXNqrfIT2GeZqA,3.0
11380,F55wGvjxpAi7h1F_DXOT7Q,WCkh_ZcsWKU1wx4bqyU9KA,3.0
11381,uQ2w3yMEYxcspPrZLKObVw,uGzxwS3Q6QuyFw2ZnDvw0w,5.0
11382,ciXjBfJrAEteIKpzZg4I9g,rNoMSO6AsegKb9-p6Ir7SQ,3.0
11383,aDYNz8cujkDdmbiOh95ANA,n-AQFKbW6MnpamdtA6ECpQ,4.0
11384,HfmoZIuNSWlN0J9-AgVWRA,gXYevYIEOvyrmc7gd35qrg,5.0
11385,jxjOu7bax1rGjFiMiuSaNQ,EyPDvFnc8Jh1kAZZMHoApQ,2.0
11386,PVyZXgOkVtnU6966FDFhuw,bfVpHvjir2G2Z9wVeddw4w,5.0
11387,gAORnKkyEJqyCmauTY0yJA,--cZ6Hhc9F7VkKXxHMVZSQ,4.0
11388,IQfpumtSv-Dto_OhJGugeA,rS39YnrhoXmPqHLzCBjeqw,1.0
11389,gKkG5XyCNi5ellSCceu6ZA,BBhGZG0zDMAqIncSqMPfCA,4.0
11390,EIFqVewpV_IxCoAnQdp3MA,J3_FTjy9LAtTtoW_cLwPxg,2.0
11391,Yv1cWLyIv6Gzw-fiMXnfDw,IUrtJeDhJOvdBJXt--mHXg,4.0
11392,jn6g3nc0NgZgD7DOGZkokw,qac2HimbgZNZ9ZTqkzyqsg,1.0
11393,tUbgawKxrOmLUuv0KUKZvA,dXI95VscrvdWu5qu6CjnWQ,5.0
11394,41ixK97y_OOBPluoxGxd9A,e9sB72njxz87r5TL6kG-Fw,2.0
11395,698T9yypM-lneS0YBZHMzg,4X9tVVQHIewliXqaancfQA,4.0
11396,fMwR2ijhuuoyu4mzoF4UZg,lLTYw7wlDzM_f69yK8n0bQ,5.0
11397,3Kef6zPaDhI-8iVRoSBcjw,mC39IrCp36QIVFRZIw9PTQ,4.0
11398,Wy_cMB1UE6xND7R1kBdy7A,RAh9WCQAuocM7hYM5_6tnw,5.0
11399,cxKdIlgEOUiweY-joDEWDg,1Geg7R5ACFL0oassVziNiQ,4.0
11400,vDyo_Vink7VVrdDP0pQy1g,uNdSh3tpvbkxWj-xLoEzvQ,4.0
11401,vDyo_Vink7VVrdDP0pQy1g,y6Fmhz2CceimbgvxNVgE-w,3.0
11402,zwT-tGnD2g1EddTCIJlVRA,yWUBX9Pe6pzh1PjVj04UmQ,1.0
11403,2vjeAfsXKeKhmbqS-pv36Q,G2hTYYzvlg75BisWSHarLQ,5.0
11404,DXh8yxwZCg5Ckj5kmDvKXw,iJpTpE9A8WDWvUlvUcFZuA,4.0
11405,oIxsWOWytMmV4bf_ffo01w,CGUK3cd2gxp2q3KPY19Oog,3.0
11406,VvTDcsBGjWJ3Pp36x350yw,C3PN-sjP7mGMXHS1zm4DLQ,5.0
11407,prRZj3bdPj5_T-lkNvgw_g,ATMiPNPxN-g1ra7nar5prA,2.0
11408,M1iMJ-j8utBDWNgpTfqBzA,RVQE2Z2uky4c0-njFQO66g,4.0
11409,ttZSRwCZiFMXwUO2Vr9pBg,yysM4mgm-xu40msmh3dHUw,3.0
11410,Qj0u00GH4OB8QZZ_ePjbjQ,h6f3QbR0n0fpS2Tu9MJJTw,4.0
11411,Vv6XK2qmIfI8QtgDM1r03w,uCgHhVx88-23VCZTdh8hxg,3.0
11412,lUXifKGBbbRUNxaPnuekXw,ZGaW5a7wxXxUgGTtbFqNxg,4.0
11413,LQm-esVLc_DTtJnjTY1rdQ,V0iYi5OjdRcz82m95jV7vQ,4.0
11414,dy39FyOrIUADx-8kJ0j4Ug,WCqcYtJ4rUxA4bIzjOfzqg,4.0
11415,PcjfCdSCzqLJ5clNRE-RCA,ZX9eujPNUxqWEWYdr4Ulqg,5.0
11416,4JDl7hnwqc6aiQBEO_Iq2A,ItJubFPMOuc1MWoKqRgygA,2.0
11417,0_m_fXlRXxGFKUMkVo2nUg,yuwmVUmsFVawe4zxnWZfNg,5.0
11418,N4pvYO0usgZXcHJDaQKMQw,H-PmFfqAzQtWTS0XeWC_lw,3.0
11419,TB9ibgXVrq1B7-fajbsu8g,zaLFPpm-t89qSDOaFVgwDQ,2.0
11420,_uqIpl5tzucKuIlZZPBZRw,HrZthBWIpMna37S22odfDA,4.0
11421,uJQbuDKwmItBcIE8skYs3w,osSwv6CJy5hDKQdOKeyTow,5.0
11422,BpECYBmhSMC2uTg3Nn8KRA,ETFKj1VSHn5zTNddOz6FRQ,4.0
11423,H2cSIpX1ZT8hS_Tm4J3tNg,T6r1CjkbVHMsGpR2dlyXuQ,2.0
11424,97Um412IhsolKdr8o-Qypg,NwWYSYGHFyHQMmsXu0SiYA,3.0
11425,1IaO-8RUk3pF0nBWKMzCGA,wEhtqcfrhVbg4--3DNUSZw,1.0
11426,SNANQQzUYiGpS1HoguNeJw,npWIa3dIPEV1MTaZNq6AUA,4.0
11427,lwy9DV3Cl5D-jCMoEgESkw,yOBDY3fpaTpX4Q5JpmExMg,4.0
11428,aSRSZkXdeIish-0h-1Vrkg,tCSlpwJQ4CZsUEMZeH2SFg,5.0
11429,ufc6SMa1EA_VOP3Gmmq3gQ,SXgVJz5aIvbeCXWvg0ZuNg,4.0
11430,H35-O269uLk5yOb8xxildw,HwV2hQr7fbpiG8wODWJQ1w,1.0
11431,ivyst1KduPZspC77zavZsQ,Rjkda__H64ILwIvaccVyLg,3.0
11432,jASEKs8pEtgvJ--eXZnKtg,LpxBWoPK3aP3Sjhbm7-lhw,4.0
11433,cAwvsjzbLHE0d2-3QA3w2w,I6Xa5eF9Jv9VM6ms_dkY8A,5.0
11434,uy4oHzC_4zqEAn95Kv27Ag,Im8C3n4D_W9ItRfmAwyxTA,4.0
11435,SD46lBF-0V8UlypnOMwTXg,FTKxYJj7d5u3GiEHG5cQSQ,3.0
11436,qvPTw-ArHYI1n1n0cw3S7A,hSKL-eAU_9rEyA3qmm8l-Q,5.0
11437,zIyRtYkCQ5lyMgVxhV_79w,npWIa3dIPEV1MTaZNq6AUA,4.0
11438,Rm0PKpq0cTolfatZKaQBug,1Lb_XgyzVzK_g0NyD6l4-g,4.0
11439,hpw7UrWf51aaWKbaGGJ2hA,NFm869_w6cvVaWaNpAzjeA,4.0
11440,t2roAAftePQlehWKK56YmQ,Q1L_Nb1QsD0S9pbng5-kMQ,3.0
11441,6OuHEgKooGAo2eTeVasp3w,LoV_W0p5l0r4zvuHs7F9FA,4.0
11442,jlSKHtoyVY1_XgwMgAvfAg,UAU1aSlqgrZwZ847npH37w,1.0
11443,gOELk8Baxu3qalHvV9kmTQ,MKUpzdjfDqC_Z1Y_hNmz3w,5.0
11444,gMB0_OdKhCFfSjM_occ76g,tCSlpwJQ4CZsUEMZeH2SFg,5.0
11445,jAyyJTO2z3a-rLGnsVjHpA,F1odkZWmcXGylij8HjRq6Q,4.0
11446,c8cur4lMkQsHoUEqm-qwxg,kRhjWeAPs-U5RmakIKz0Pg,3.0
11447,ST5KHMoxf9d7BDZnfLLsTg,ApAzthiFRKuL-yJo1HMFvQ,4.0
11448,P14bqC_Ynbp8O3tLePRKSw,KU7eFCdA47v6zeKF3a7j6A,4.0
11449,t-YzhzJ8JV3sFf5gsu2rbg,aBLx9JlAMq_AuW6VAImSwg,5.0
11450,mgX7RiyezBMCTMIhNhUfaw,uNdSh3tpvbkxWj-xLoEzvQ,5.0
11451,BCOCv2AbNwoo1FkVaFfYZw,RAh9WCQAuocM7hYM5_6tnw,3.0
11452,Q1kmLVoK2cXl0gMxgoPXzQ,LjOBNcNNpuewBqSPxYYTJQ,1.0
11453,Ir8HD2v8YoL-bZfP8y7B0A,Zsz_dLOEwihJHvMTK9a8Vg,5.0
11454,hp1vqaxow0CrucyTAs-CpQ,tDst_Aj42Hc6FglopVs2Cg,5.0
11455,C3803pTTnGfa8owRGZ3isg,TC6P9n3noJLR8KpE-i2OyA,1.0
11456,H6EBorhsweMCmONjvYkX5Q,L8rJht4Jw_BuR8gsckEWYg,1.0
11457,hWDybu_KvYLSdEFzGrniTw,O5AjarihqW1V8RlJnoef9A,5.0
11458,STESvkC7qjgcxENtrCL7gg,kKCJvvktaKxZ5iFKv3lxuA,1.0
11459,NUWEuHoOtINwSBWlwg_W_w,CgCkOG9Z5gCO3fgq-ficpQ,5.0
11460,T13IBpJITI32a1k41rc-tg,3MntE_HWbNNoyiLGxywjYA,5.0
11461,qlMRLlHEZGTayDVTWxghCA,GAAT8BH_uSDjnkumm6f0qw,4.0
11462,e67TGUfNnz04A1Ahd0tF2A,gDkqz7xpV4v45vp-tuOqKQ,1.0
11463,cziRQQ6D7ogpL1gQWEbqRw,6kq9oLduJAYkb2WjAb36KA,4.0
11464,Ry1O_KXZHGRI8g5zBR3IcQ,Azy2vmC47uHSkZE2fdvBjA,4.0
11465,QxuZpevk2WtMAuB57jGD6w,GWwa6DzhA-Z2_BDZbunYPw,4.0
11466,w0eFvridg4LMKQXtO-t-Kg,o5QDrg_kb4hgsWxV6cV_Uw,3.0
11467,Hk8YZK5ZsUrzht4uG1rVIQ,hcjnOtiW7Bdym3-7PaLUzA,3.0
11468,Pk1gVD1qLGWYQ6hLMtYCeQ,WbJ1LRQdOuYYlRLyTkuuxw,5.0
11469,FyikYazQbNoOumDooOQyyA,bw0ZpeUwuLSgaCsQlksQsg,5.0
11470,f5yKkwvCp4z1kEcdTBI5FQ,6_I3WEiwzx4ZyPZ3vlEUsg,4.0
11471,GSc-cusclqJ8hyHvzJuDuQ,kPfhSK0kcUmOTmC5DEjaDw,5.0
11472,eIPAZif3wUD2Cg_Sra18ig,1WtUgLhdBdQ39aBvEUbsnw,1.0
11473,UYp9lazOwsIIaLwVrDrAQw,Iyt5sJVjyCvVS2p8Xw0I6A,1.0
11474,tRjUUWfzJF4lpAWGJe5t2A,AuIiqDeL65kczmiFSkAWrA,5.0
11475,HFFiM63x9asevqVOZG5GBQ,08-b4GbZxOzzo9XSJsR-tw,2.0
11476,y36FU730VIv5k21KO9uriw,CXsnrd0x-cobsI2KpeW4HA,5.0
11477,zbLInEUtwlQv2jPmdgYlyA,YqjDX0TPge-EB73uzgyS3w,5.0
11478,oWxy_YR6n2w8e9L00hxhPw,6lovZEiwWcRYRhyKd94DRg,4.0
